name,type,count,shape0,shape1,shape2,mean0,mean1,mean2
1.2.826.0.1.3680043.15917.npz,C1,25556,47.0,55.0,106.0,201.5,82.5,138.0
1.2.826.0.1.3680043.15917.npz,C2,30556,52.0,68.0,75.0,193.0,82.0,135.5
1.2.826.0.1.3680043.15917.npz,C3,17109,32.0,61.0,79.0,172.0,77.5,131.5
1.2.826.0.1.3680043.15917.npz,C4,16525,32.0,63.0,81.0,164.0,79.5,129.5
1.2.826.0.1.3680043.15917.npz,C5,20686,28.0,63.0,81.0,152.0,80.5,129.5
1.2.826.0.1.3680043.15917.npz,C6,24834,28.0,75.0,77.0,136.0,91.5,130.5
1.2.826.0.1.3680043.15917.npz,C7,24059,28.0,79.0,84.0,122.0,104.5,130.0
1.2.826.0.1.3680043.3309.npz,C1,40014,34.0,71.0,126.0,216.0,91.5,148.0
1.2.826.0.1.3680043.3309.npz,C2,59898,56.0,85.0,90.0,200.0,93.5,141.0
1.2.826.0.1.3680043.3309.npz,C3,37249,36.0,73.0,89.0,168.0,85.5,139.5
1.2.826.0.1.3680043.3309.npz,C4,39041,53.0,71.0,90.0,137.5,84.5,137.0
1.2.826.0.1.3680043.3309.npz,C5,32801,53.0,78.0,88.0,115.5,89.0,135.0
1.2.826.0.1.3680043.3309.npz,C6,33833,35.0,89.0,91.0,105.5,94.5,132.5
1.2.826.0.1.3680043.3309.npz,C7,52290,39.0,97.0,113.0,81.5,103.5,127.5
1.2.826.0.1.3680043.6068.npz,C1,41880,30.0,76.0,130.0,182.0,79.0,147.0
1.2.826.0.1.3680043.6068.npz,C2,52932,51.0,82.0,88.0,168.5,88.0,146.0
1.2.826.0.1.3680043.6068.npz,C3,34642,35.0,67.0,88.0,137.5,85.5,142.0
1.2.826.0.1.3680043.6068.npz,C4,32410,39.0,68.0,86.0,117.5,91.0,139.0
1.2.826.0.1.3680043.6068.npz,C5,34807,38.0,71.0,92.0,97.0,100.5,137.0
1.2.826.0.1.3680043.6068.npz,C6,36402,40.0,75.0,92.0,76.0,109.5,137.0
1.2.826.0.1.3680043.6068.npz,C7,46098,41.0,112.0,106.0,61.5,130.0,129.0
1.2.826.0.1.3680043.1772.npz,C1,33687,42.0,63.0,125.0,188.0,98.5,123.5
1.2.826.0.1.3680043.1772.npz,C2,44648,69.0,71.0,80.0,170.5,101.5,120.0
1.2.826.0.1.3680043.1772.npz,C3,27326,30.0,61.0,83.0,141.0,96.5,121.5
1.2.826.0.1.3680043.1772.npz,C4,28764,31.0,62.0,89.0,120.5,97.0,123.5
1.2.826.0.1.3680043.1772.npz,C5,28906,33.0,65.0,82.0,99.5,100.5,124.0
1.2.826.0.1.3680043.1772.npz,C6,29063,36.0,77.0,85.0,79.0,107.5,125.5
1.2.826.0.1.3680043.1772.npz,C7,36263,39.0,84.0,94.0,57.5,117.0,127.0
1.2.826.0.1.3680043.575.npz,C1,62634,175.0,95.0,163.0,135.5,68.5,161.5
1.2.826.0.1.3680043.575.npz,C2,74637,70.0,97.0,96.0,185.0,61.5,168.0
1.2.826.0.1.3680043.575.npz,C3,46359,41.0,82.0,106.0,148.5,60.0,169.0
1.2.826.0.1.3680043.575.npz,C4,49015,47.0,85.0,112.0,126.5,73.5,167.0
1.2.826.0.1.3680043.575.npz,C5,78264,57.0,107.0,112.0,105.5,82.5,168.0
1.2.826.0.1.3680043.575.npz,C6,60459,55.0,104.0,117.0,87.5,104.0,166.5
1.2.826.0.1.3680043.575.npz,C7,64989,59.0,115.0,126.0,70.5,138.5,157.0
1.2.826.0.1.3680043.19761.npz,C1,36117,28.0,68.0,136.0,183.0,139.0,116.0
1.2.826.0.1.3680043.19761.npz,C2,48558,60.0,92.0,86.0,167.0,147.0,111.0
1.2.826.0.1.3680043.19761.npz,C3,32046,33.0,79.0,89.0,140.5,138.5,111.5
1.2.826.0.1.3680043.19761.npz,C4,30342,34.0,75.0,95.0,121.0,136.5,111.5
1.2.826.0.1.3680043.19761.npz,C5,32696,28.0,77.0,100.0,106.0,137.5,113.0
1.2.826.0.1.3680043.19761.npz,C6,39895,31.0,97.0,107.0,87.5,148.5,112.5
1.2.826.0.1.3680043.19761.npz,C7,45296,36.0,103.0,122.0,68.0,157.5,114.0
1.2.826.0.1.3680043.21350.npz,C1,36859,32.0,70.0,109.0,181.0,100.0,102.5
1.2.826.0.1.3680043.21350.npz,C2,37244,46.0,76.0,80.0,168.0,111.0,106.0
1.2.826.0.1.3680043.21350.npz,C3,23147,37.0,63.0,75.0,144.5,115.5,111.5
1.2.826.0.1.3680043.21350.npz,C4,24852,41.0,66.0,76.0,128.5,124.0,115.0
1.2.826.0.1.3680043.21350.npz,C5,27745,41.0,75.0,81.0,110.5,131.5,118.5
1.2.826.0.1.3680043.21350.npz,C6,29575,33.0,82.0,83.0,89.5,143.0,119.5
1.2.826.0.1.3680043.21350.npz,C7,34813,33.0,91.0,108.0,70.5,155.5,120.0
1.2.826.0.1.3680043.23809.npz,C1,46935,38.0,70.0,109.0,172.0,120.0,127.5
1.2.826.0.1.3680043.23809.npz,C2,54783,57.0,75.0,76.0,155.5,131.5,122.0
1.2.826.0.1.3680043.23809.npz,C3,38584,45.0,62.0,81.0,123.5,134.0,120.5
1.2.826.0.1.3680043.23809.npz,C4,39128,46.0,72.0,89.0,100.0,146.0,116.5
1.2.826.0.1.3680043.23809.npz,C5,43381,45.0,78.0,80.0,77.5,156.0,115.0
1.2.826.0.1.3680043.23809.npz,C6,42357,45.0,87.0,75.0,58.5,167.5,114.5
1.2.826.0.1.3680043.23809.npz,C7,48914,45.0,88.0,91.0,38.5,175.0,115.5
1.2.826.0.1.3680043.699.npz,C1,59459,34.0,92.0,153.0,189.0,88.0,121.5
1.2.826.0.1.3680043.699.npz,C2,84913,53.0,110.0,112.0,177.5,111.0,123.0
1.2.826.0.1.3680043.699.npz,C3,51520,33.0,83.0,110.0,149.5,118.5,122.0
1.2.826.0.1.3680043.699.npz,C4,49262,31.0,90.0,113.0,133.5,127.0,119.5
1.2.826.0.1.3680043.699.npz,C5,55231,35.0,96.0,124.0,119.5,132.0,120.0
1.2.826.0.1.3680043.699.npz,C6,61130,39.0,110.0,137.0,103.5,145.0,127.5
1.2.826.0.1.3680043.699.npz,C7,75637,44.0,122.0,142.0,86.0,168.0,123.0
1.2.826.0.1.3680043.23794.npz,C1,67225,47.0,96.0,177.0,210.5,73.0,128.5
1.2.826.0.1.3680043.23794.npz,C2,131410,75.0,110.0,128.0,195.5,84.0,125.0
1.2.826.0.1.3680043.23794.npz,C3,81913,64.0,98.0,130.0,150.0,79.0,127.0
1.2.826.0.1.3680043.23794.npz,C4,80798,43.0,98.0,135.0,138.5,80.0,124.5
1.2.826.0.1.3680043.23794.npz,C5,89132,76.0,102.0,130.0,119.0,83.0,123.0
1.2.826.0.1.3680043.23794.npz,C6,82556,43.0,156.0,138.0,90.5,118.0,123.0
1.2.826.0.1.3680043.23794.npz,C7,100046,50.0,142.0,159.0,70.0,124.0,124.5
1.2.826.0.1.3680043.23597.npz,C1,27749,39.0,58.0,105.0,185.5,56.0,142.5
1.2.826.0.1.3680043.23597.npz,C2,34664,57.0,70.0,71.0,169.5,57.0,137.5
1.2.826.0.1.3680043.23597.npz,C3,22857,30.0,58.0,70.0,141.0,50.0,135.0
1.2.826.0.1.3680043.23597.npz,C4,24224,37.0,58.0,72.0,119.5,52.0,131.0
1.2.826.0.1.3680043.23597.npz,C5,27584,43.0,65.0,76.0,93.5,59.5,129.0
1.2.826.0.1.3680043.23597.npz,C6,25639,38.0,70.0,80.0,77.0,71.0,128.0
1.2.826.0.1.3680043.23597.npz,C7,28298,39.0,94.0,92.0,59.5,95.0,129.0
1.2.826.0.1.3680043.29833.npz,C1,41313,34.0,62.0,120.0,191.0,115.0,125.0
1.2.826.0.1.3680043.29833.npz,C2,48730,53.0,78.0,85.0,174.5,114.0,122.5
1.2.826.0.1.3680043.29833.npz,C3,33661,30.0,69.0,81.0,144.0,103.5,122.5
1.2.826.0.1.3680043.29833.npz,C4,34563,57.0,61.0,85.0,112.5,98.5,121.5
1.2.826.0.1.3680043.29833.npz,C5,31516,53.0,70.0,85.0,92.5,104.0,123.5
1.2.826.0.1.3680043.29833.npz,C6,33100,39.0,105.0,81.0,80.5,128.5,124.5
1.2.826.0.1.3680043.29833.npz,C7,44787,55.0,114.0,96.0,70.5,147.0,128.0
1.2.826.0.1.3680043.3216.npz,C1,55445,37.0,75.0,137.0,202.5,86.5,122.5
1.2.826.0.1.3680043.3216.npz,C2,74238,60.0,89.0,106.0,184.0,92.5,121.0
1.2.826.0.1.3680043.3216.npz,C3,50991,37.0,79.0,92.0,147.5,87.5,120.0
1.2.826.0.1.3680043.3216.npz,C4,47565,36.0,76.0,94.0,123.0,86.0,120.0
1.2.826.0.1.3680043.3216.npz,C5,50347,37.0,80.0,99.0,98.5,90.0,122.5
1.2.826.0.1.3680043.3216.npz,C6,52430,44.0,83.0,96.0,76.0,93.5,122.0
1.2.826.0.1.3680043.3216.npz,C7,69094,49.0,104.0,115.0,53.5,116.0,123.5
1.2.826.0.1.3680043.8972.npz,C1,37096,39.0,73.0,109.0,218.5,95.5,115.5
1.2.826.0.1.3680043.8972.npz,C2,45500,52.0,79.0,87.0,205.0,96.5,124.5
1.2.826.0.1.3680043.8972.npz,C3,28284,27.0,65.0,88.0,182.5,83.5,122.0
1.2.826.0.1.3680043.8972.npz,C4,30259,31.0,75.0,93.0,168.5,85.5,122.5
1.2.826.0.1.3680043.8972.npz,C5,35764,50.0,79.0,96.0,157.0,88.5,128.0
1.2.826.0.1.3680043.8972.npz,C6,39902,50.0,117.0,102.0,139.0,110.5,132.0
1.2.826.0.1.3680043.8972.npz,C7,45072,35.0,127.0,120.0,119.5,129.5,136.0
1.2.826.0.1.3680043.7399.npz,C1,69942,38.0,91.0,167.0,190.0,73.5,148.5
1.2.826.0.1.3680043.7399.npz,C2,92036,65.0,116.0,109.0,170.5,82.0,141.5
1.2.826.0.1.3680043.7399.npz,C3,49444,30.0,94.0,109.0,148.0,79.0,137.5
1.2.826.0.1.3680043.7399.npz,C4,55021,31.0,96.0,120.0,129.5,87.0,137.0
1.2.826.0.1.3680043.7399.npz,C5,58634,37.0,103.0,125.0,109.5,89.5,135.5
1.2.826.0.1.3680043.7399.npz,C6,76108,48.0,125.0,134.0,92.0,103.5,135.0
1.2.826.0.1.3680043.7399.npz,C7,92507,46.0,133.0,158.0,68.0,130.5,129.0
1.2.826.0.1.3680043.581.npz,C1,62433,32.0,91.0,154.0,198.0,116.5,125.0
1.2.826.0.1.3680043.581.npz,C2,73095,71.0,98.0,96.0,176.5,125.0,128.0
1.2.826.0.1.3680043.581.npz,C3,46234,54.0,86.0,101.0,143.0,131.0,128.5
1.2.826.0.1.3680043.581.npz,C4,46152,53.0,79.0,99.0,127.5,145.5,129.5
1.2.826.0.1.3680043.581.npz,C5,51871,38.0,84.0,106.0,120.0,163.0,134.0
1.2.826.0.1.3680043.581.npz,C6,55749,46.0,102.0,105.0,104.0,182.0,135.5
1.2.826.0.1.3680043.581.npz,C7,67475,44.0,99.0,126.0,86.0,194.5,136.0
1.2.826.0.1.3680043.9647.npz,C1,48639,37.0,70.0,129.0,196.5,85.0,127.5
1.2.826.0.1.3680043.9647.npz,C2,65636,66.0,89.0,89.0,179.0,99.5,130.5
1.2.826.0.1.3680043.9647.npz,C3,28051,40.0,72.0,88.0,143.0,108.0,131.0
1.2.826.0.1.3680043.9647.npz,C4,48126,65.0,73.0,90.0,118.5,110.5,133.0
1.2.826.0.1.3680043.9647.npz,C5,51411,70.0,85.0,91.0,102.0,122.5,134.5
1.2.826.0.1.3680043.9647.npz,C6,52906,55.0,79.0,95.0,72.5,136.5,135.5
1.2.826.0.1.3680043.9647.npz,C7,58312,56.0,103.0,106.0,52.0,161.5,135.0
1.2.826.0.1.3680043.7221.npz,C1,65518,37.0,93.0,151.0,173.5,67.5,135.5
1.2.826.0.1.3680043.7221.npz,C2,80046,58.0,99.0,103.0,156.0,79.5,130.5
1.2.826.0.1.3680043.7221.npz,C3,51691,35.0,89.0,103.0,129.5,77.5,125.5
1.2.826.0.1.3680043.7221.npz,C4,52078,34.0,88.0,106.0,111.0,78.0,122.0
1.2.826.0.1.3680043.7221.npz,C5,55877,35.0,91.0,120.0,89.5,84.5,118.0
1.2.826.0.1.3680043.7221.npz,C6,59189,44.0,106.0,115.0,72.0,101.0,115.5
1.2.826.0.1.3680043.7221.npz,C7,77057,53.0,122.0,140.0,54.5,123.0,114.0
1.2.826.0.1.3680043.3271.npz,C1,13527,25.0,43.0,71.0,211.5,130.5,127.5
1.2.826.0.1.3680043.3271.npz,C2,14887,49.0,46.0,50.0,194.5,133.0,128.0
1.2.826.0.1.3680043.3271.npz,C3,8699,22.0,39.0,45.0,169.0,129.5,128.5
1.2.826.0.1.3680043.3271.npz,C4,10190,30.0,40.0,49.0,151.0,132.0,128.5
1.2.826.0.1.3680043.3271.npz,C5,12926,36.0,46.0,52.0,131.0,136.0,128.0
1.2.826.0.1.3680043.3271.npz,C6,12386,47.0,52.0,57.0,104.5,143.0,125.5
1.2.826.0.1.3680043.3271.npz,C7,2396,30.0,51.0,51.0,99.0,152.5,129.5
1.2.826.0.1.3680043.4460.npz,C1,39006,33.0,67.0,116.0,147.5,64.5,155.0
1.2.826.0.1.3680043.4460.npz,C2,54016,52.0,85.0,81.0,131.0,82.5,150.5
1.2.826.0.1.3680043.4460.npz,C3,30747,45.0,63.0,85.0,106.5,96.5,141.5
1.2.826.0.1.3680043.4460.npz,C4,33689,51.0,65.0,84.0,94.5,110.5,143.0
1.2.826.0.1.3680043.4460.npz,C5,43664,50.0,70.0,88.0,79.0,125.0,141.0
1.2.826.0.1.3680043.4460.npz,C6,42239,55.0,58.0,86.0,67.5,144.0,137.0
1.2.826.0.1.3680043.4460.npz,C7,34776,57.0,77.0,86.0,55.5,169.5,135.0
1.2.826.0.1.3680043.3709.npz,C1,17240,31.0,45.0,75.0,181.5,136.5,141.5
1.2.826.0.1.3680043.3709.npz,C2,20883,57.0,49.0,62.0,162.5,141.5,141.0
1.2.826.0.1.3680043.3709.npz,C3,12780,27.0,44.0,53.0,133.5,137.0,140.5
1.2.826.0.1.3680043.3709.npz,C4,12014,30.0,44.0,52.0,113.0,138.0,139.0
1.2.826.0.1.3680043.3709.npz,C5,13704,30.0,44.0,57.0,94.0,137.0,137.5
1.2.826.0.1.3680043.3709.npz,C6,15268,35.0,66.0,55.0,75.5,146.0,137.5
1.2.826.0.1.3680043.3709.npz,C7,15128,37.0,64.0,65.0,56.5,153.0,134.5
1.2.826.0.1.3680043.6370.npz,C1,25007,34.0,58.0,110.0,210.0,78.0,103.0
1.2.826.0.1.3680043.6370.npz,C2,36443,55.0,70.0,80.0,198.5,61.0,107.0
1.2.826.0.1.3680043.6370.npz,C3,21918,35.0,69.0,77.0,174.5,56.5,107.5
1.2.826.0.1.3680043.6370.npz,C4,21727,29.0,58.0,79.0,163.5,51.0,109.5
1.2.826.0.1.3680043.6370.npz,C5,25502,34.0,73.0,82.0,146.0,63.5,109.0
1.2.826.0.1.3680043.6370.npz,C6,23672,37.0,81.0,81.0,128.5,73.5,110.5
1.2.826.0.1.3680043.6370.npz,C7,30017,37.0,109.0,95.0,115.5,100.5,113.5
1.2.826.0.1.3680043.12998.npz,C1,4924,19.0,32.0,53.0,160.5,123.0,128.5
1.2.826.0.1.3680043.12998.npz,C2,7146,28.0,36.0,35.0,142.0,125.0,129.5
1.2.826.0.1.3680043.12998.npz,C3,4982,19.0,31.0,36.0,121.5,123.5,130.0
1.2.826.0.1.3680043.12998.npz,C4,4545,20.0,31.0,37.0,105.0,125.5,129.5
1.2.826.0.1.3680043.12998.npz,C5,4002,20.0,32.0,39.0,90.0,129.0,129.5
1.2.826.0.1.3680043.12998.npz,C6,4478,26.0,37.0,39.0,76.0,132.5,129.5
1.2.826.0.1.3680043.12998.npz,C7,6043,28.0,47.0,44.0,57.0,140.5,132.0
1.2.826.0.1.3680043.19397.npz,C1,47313,43.0,70.0,133.0,191.5,78.0,127.5
1.2.826.0.1.3680043.19397.npz,C2,58240,64.0,85.0,98.0,177.0,71.5,132.0
1.2.826.0.1.3680043.19397.npz,C3,39478,39.0,77.0,88.0,144.5,63.5,134.0
1.2.826.0.1.3680043.19397.npz,C4,41259,35.0,74.0,92.0,123.5,64.0,134.0
1.2.826.0.1.3680043.19397.npz,C5,45021,41.0,82.0,102.0,97.5,73.0,136.0
1.2.826.0.1.3680043.19397.npz,C6,46969,41.0,96.0,97.0,79.5,84.0,132.5
1.2.826.0.1.3680043.19397.npz,C7,56233,53.0,105.0,116.0,62.5,98.5,134.0
1.2.826.0.1.3680043.3558.npz,C1,48862,36.0,70.0,122.0,180.0,90.0,116.0
1.2.826.0.1.3680043.3558.npz,C2,56630,50.0,84.0,89.0,165.0,102.0,122.5
1.2.826.0.1.3680043.3558.npz,C3,32526,29.0,69.0,87.0,137.5,100.5,123.5
1.2.826.0.1.3680043.3558.npz,C4,30320,28.0,65.0,81.0,118.0,101.5,124.5
1.2.826.0.1.3680043.3558.npz,C5,32034,27.0,74.0,80.0,98.5,107.0,125.0
1.2.826.0.1.3680043.3558.npz,C6,36773,30.0,91.0,87.0,80.0,112.5,124.5
1.2.826.0.1.3680043.3558.npz,C7,41495,38.0,91.0,107.0,60.0,124.5,124.5
1.2.826.0.1.3680043.12140.npz,C1,43744,30.0,76.0,132.0,171.0,113.0,131.0
1.2.826.0.1.3680043.12140.npz,C2,47407,49.0,86.0,90.0,155.5,122.0,130.0
1.2.826.0.1.3680043.12140.npz,C3,30115,50.0,78.0,85.0,115.0,121.0,129.5
1.2.826.0.1.3680043.12140.npz,C4,32669,35.0,76.0,93.0,103.5,124.0,130.5
1.2.826.0.1.3680043.12140.npz,C5,34125,32.0,74.0,92.0,84.0,127.0,130.0
1.2.826.0.1.3680043.12140.npz,C6,37912,34.0,91.0,89.0,64.0,138.5,130.5
1.2.826.0.1.3680043.12140.npz,C7,48888,39.0,100.0,121.0,41.5,152.0,131.5
1.2.826.0.1.3680043.18748.npz,C1,27431,30.0,60.0,112.0,189.0,109.0,142.0
1.2.826.0.1.3680043.18748.npz,C2,25671,42.0,75.0,80.0,176.0,125.5,142.0
1.2.826.0.1.3680043.18748.npz,C3,19029,47.0,56.0,74.0,161.5,131.0,140.0
1.2.826.0.1.3680043.18748.npz,C4,15748,44.0,51.0,72.0,144.0,141.5,138.0
1.2.826.0.1.3680043.18748.npz,C5,15762,42.0,71.0,76.0,130.0,154.5,137.0
1.2.826.0.1.3680043.18748.npz,C6,35254,45.0,83.0,89.0,114.5,171.5,134.5
1.2.826.0.1.3680043.18748.npz,C7,28540,32.0,84.0,91.0,91.0,183.0,133.5
1.2.826.0.1.3680043.30089.npz,C1,36008,31.0,69.0,118.0,183.5,53.5,128.0
1.2.826.0.1.3680043.30089.npz,C2,45143,48.0,78.0,82.0,169.0,68.0,127.0
1.2.826.0.1.3680043.30089.npz,C3,26628,31.0,51.0,83.0,139.5,64.5,124.5
1.2.826.0.1.3680043.30089.npz,C4,28339,42.0,67.0,86.0,124.0,82.5,123.0
1.2.826.0.1.3680043.30089.npz,C5,29807,34.0,67.0,90.0,101.0,90.5,120.0
1.2.826.0.1.3680043.30089.npz,C6,32177,51.0,75.0,89.0,91.5,103.5,120.5
1.2.826.0.1.3680043.30089.npz,C7,40328,37.0,91.0,108.0,66.5,122.5,115.0
1.2.826.0.1.3680043.2507.npz,C1,74080,30.0,94.0,181.0,178.0,86.0,134.5
1.2.826.0.1.3680043.2507.npz,C2,94034,67.0,110.0,130.0,154.5,92.0,131.0
1.2.826.0.1.3680043.2507.npz,C3,61415,36.0,99.0,125.0,131.0,89.5,131.5
1.2.826.0.1.3680043.2507.npz,C4,60393,31.0,101.0,125.0,114.5,98.5,133.5
1.2.826.0.1.3680043.2507.npz,C5,63386,34.0,111.0,125.0,95.0,108.5,131.5
1.2.826.0.1.3680043.2507.npz,C6,66312,39.0,137.0,134.0,75.5,121.5,133.0
1.2.826.0.1.3680043.2507.npz,C7,75179,47.0,140.0,155.0,54.5,127.0,134.5
1.2.826.0.1.3680043.4164.npz,C1,89617,43.0,93.0,163.0,196.5,107.5,104.5
1.2.826.0.1.3680043.4164.npz,C2,105906,60.0,113.0,124.0,176.0,122.5,115.0
1.2.826.0.1.3680043.4164.npz,C3,67188,60.0,99.0,118.0,137.0,117.5,123.0
1.2.826.0.1.3680043.4164.npz,C4,57927,58.0,99.0,115.0,115.0,117.5,130.5
1.2.826.0.1.3680043.4164.npz,C5,59044,65.0,108.0,119.0,108.5,126.0,138.5
1.2.826.0.1.3680043.4164.npz,C6,75495,39.0,123.0,122.0,72.5,134.5,138.0
1.2.826.0.1.3680043.4164.npz,C7,83142,44.0,145.0,152.0,48.0,152.5,143.0
1.2.826.0.1.3680043.23611.npz,C1,67795,34.0,98.0,149.0,209.0,74.0,129.5
1.2.826.0.1.3680043.23611.npz,C2,84326,59.0,100.0,96.0,191.5,85.0,127.0
1.2.826.0.1.3680043.23611.npz,C3,51562,36.0,86.0,102.0,154.0,88.0,130.0
1.2.826.0.1.3680043.23611.npz,C4,50709,36.0,89.0,107.0,130.0,93.5,130.5
1.2.826.0.1.3680043.23611.npz,C5,56037,37.0,94.0,112.0,106.5,101.0,129.0
1.2.826.0.1.3680043.23611.npz,C6,61655,40.0,102.0,115.0,85.0,107.0,126.5
1.2.826.0.1.3680043.23611.npz,C7,73069,44.0,111.0,135.0,61.0,123.5,128.5
1.2.826.0.1.3680043.13056.npz,C1,14215,20.0,48.0,85.0,175.0,110.0,132.5
1.2.826.0.1.3680043.13056.npz,C2,17090,36.0,53.0,55.0,163.0,121.5,133.5
1.2.826.0.1.3680043.13056.npz,C3,12085,27.0,47.0,58.0,143.5,131.5,135.0
1.2.826.0.1.3680043.13056.npz,C4,9380,26.0,42.0,55.0,129.0,139.0,137.5
1.2.826.0.1.3680043.13056.npz,C5,12563,39.0,50.0,58.0,120.5,146.0,135.0
1.2.826.0.1.3680043.13056.npz,C6,16264,38.0,63.0,64.0,104.0,156.5,136.0
1.2.826.0.1.3680043.13056.npz,C7,17990,35.0,60.0,77.0,84.5,167.0,135.5
1.2.826.0.1.3680043.27079.npz,C1,21926,25.0,61.0,118.0,196.5,106.5,133.0
1.2.826.0.1.3680043.27079.npz,C2,33040,47.0,74.0,75.0,184.5,116.0,132.5
1.2.826.0.1.3680043.27079.npz,C3,18756,25.0,60.0,75.0,157.5,109.0,129.5
1.2.826.0.1.3680043.27079.npz,C4,20361,27.0,62.0,77.0,141.5,112.0,128.5
1.2.826.0.1.3680043.27079.npz,C5,23061,29.0,63.0,81.0,123.5,116.5,125.5
1.2.826.0.1.3680043.27079.npz,C6,27658,31.0,71.0,91.0,105.5,128.5,126.5
1.2.826.0.1.3680043.27079.npz,C7,37249,35.0,96.0,110.0,86.5,146.0,126.0
1.2.826.0.1.3680043.29872.npz,C1,39968,35.0,62.0,123.0,211.5,130.0,125.5
1.2.826.0.1.3680043.29872.npz,C2,55311,66.0,77.0,91.0,197.0,128.5,124.5
1.2.826.0.1.3680043.29872.npz,C3,38900,33.0,73.0,92.0,164.5,126.5,131.0
1.2.826.0.1.3680043.29872.npz,C4,37292,34.0,71.0,93.0,145.0,124.5,130.5
1.2.826.0.1.3680043.29872.npz,C5,45708,52.0,81.0,92.0,116.0,124.5,131.0
1.2.826.0.1.3680043.29872.npz,C6,36083,45.0,91.0,91.0,98.5,131.5,133.5
1.2.826.0.1.3680043.29872.npz,C7,43634,35.0,99.0,109.0,83.5,135.5,133.5
1.2.826.0.1.3680043.10776.npz,C1,50075,35.0,78.0,121.0,202.5,133.0,125.5
1.2.826.0.1.3680043.10776.npz,C2,63114,78.0,85.0,89.0,181.0,145.5,120.5
1.2.826.0.1.3680043.10776.npz,C3,42522,76.0,69.0,85.0,135.0,144.5,122.5
1.2.826.0.1.3680043.10776.npz,C4,58617,71.0,73.0,90.0,103.5,147.5,127.0
1.2.826.0.1.3680043.10776.npz,C5,30351,58.0,74.0,86.0,84.0,152.0,130.0
1.2.826.0.1.3680043.10776.npz,C6,45857,47.0,86.0,102.0,61.5,162.0,134.0
1.2.826.0.1.3680043.10776.npz,C7,72654,54.0,100.0,125.0,34.0,182.0,132.5
1.2.826.0.1.3680043.19439.npz,C1,48389,43.0,71.0,129.0,185.5,103.5,164.5
1.2.826.0.1.3680043.19439.npz,C2,60724,67.0,79.0,99.0,167.5,88.5,166.5
1.2.826.0.1.3680043.19439.npz,C3,45117,36.0,77.0,98.0,145.0,81.5,166.0
1.2.826.0.1.3680043.19439.npz,C4,45046,30.0,80.0,101.0,129.0,86.0,165.5
1.2.826.0.1.3680043.19439.npz,C5,50365,34.0,90.0,96.0,108.0,91.0,164.0
1.2.826.0.1.3680043.19439.npz,C6,46671,43.0,93.0,98.0,89.5,94.5,158.0
1.2.826.0.1.3680043.19439.npz,C7,60555,42.0,133.0,116.0,76.0,123.5,153.0
1.2.826.0.1.3680043.18060.npz,C1,89738,40.0,96.0,167.0,202.0,91.0,118.5
1.2.826.0.1.3680043.18060.npz,C2,116849,79.0,111.0,123.0,177.5,102.5,121.5
1.2.826.0.1.3680043.18060.npz,C3,73790,45.0,93.0,116.0,147.5,87.5,122.0
1.2.826.0.1.3680043.18060.npz,C4,88470,61.0,94.0,118.0,118.5,77.0,126.0
1.2.826.0.1.3680043.18060.npz,C5,64882,56.0,101.0,120.0,94.0,78.5,124.0
1.2.826.0.1.3680043.18060.npz,C6,68110,50.0,107.0,111.0,75.0,86.5,127.5
1.2.826.0.1.3680043.18060.npz,C7,108111,51.0,127.0,145.0,56.5,107.5,126.5
1.2.826.0.1.3680043.9809.npz,C1,40654,29.0,72.0,111.0,206.5,65.0,131.5
1.2.826.0.1.3680043.9809.npz,C2,50313,54.0,76.0,87.0,191.0,79.0,133.5
1.2.826.0.1.3680043.9809.npz,C3,34030,35.0,68.0,83.0,161.5,83.0,132.5
1.2.826.0.1.3680043.9809.npz,C4,34611,36.0,69.0,86.0,141.0,90.5,132.0
1.2.826.0.1.3680043.9809.npz,C5,44567,40.0,77.0,89.0,120.0,97.5,132.5
1.2.826.0.1.3680043.9809.npz,C6,48207,43.0,92.0,90.0,99.5,106.0,130.0
1.2.826.0.1.3680043.9809.npz,C7,51819,38.0,94.0,102.0,80.0,115.0,130.0
1.2.826.0.1.3680043.7059.npz,C1,39628,30.0,65.0,113.0,197.0,146.5,127.5
1.2.826.0.1.3680043.7059.npz,C2,46941,53.0,69.0,80.0,180.5,152.5,129.0
1.2.826.0.1.3680043.7059.npz,C3,30709,34.0,64.0,73.0,147.0,150.0,129.5
1.2.826.0.1.3680043.7059.npz,C4,32066,52.0,64.0,76.0,117.0,151.0,130.0
1.2.826.0.1.3680043.7059.npz,C5,29036,54.0,72.0,77.0,93.0,156.0,131.5
1.2.826.0.1.3680043.7059.npz,C6,17779,31.0,62.0,73.0,81.5,153.0,128.5
1.2.826.0.1.3680043.7059.npz,C7,35444,38.0,84.0,83.0,58.0,167.0,130.5
1.2.826.0.1.3680043.12666.npz,C1,70881,34.0,89.0,151.0,186.0,92.5,128.5
1.2.826.0.1.3680043.12666.npz,C2,82086,54.0,92.0,107.0,169.0,99.0,125.5
1.2.826.0.1.3680043.12666.npz,C3,50380,41.0,82.0,106.0,136.5,103.0,124.0
1.2.826.0.1.3680043.12666.npz,C4,54102,40.0,84.0,110.0,119.0,116.0,124.0
1.2.826.0.1.3680043.12666.npz,C5,62678,49.0,90.0,114.0,104.5,129.0,125.0
1.2.826.0.1.3680043.12666.npz,C6,64248,56.0,93.0,107.0,88.0,146.5,119.5
